station_train_code,train_no
D3953,71000D395304
D3954,8c000D39540A
D3956,73000D39560D
D3958,8c000D39580B
D3961,6c000D396107
D3962,8c000D39620B
D3965,61000D396502
D3966,71000D396603
D3967,64000D396704
D3968,71000D396804
D4033,27000D403321
D4034,4f000D40340Q
D4035,27000D403510
D4036,4f000D40360N
D4037,27000D403710
D4038,4f000D40380K
D4041,4f000D40410F
D4043,87000D404330
D4045,4f000D40450F
D4047,87000D404730
D4061,4f000D40611E
D4062,8d000D406270
D4063,4f000D40631F
D4064,8d000D406402
D4101,76000D410100
D4102,71000D410200
D4103,78000D410300
D4104,71000D410400
D4105,78000D410500
D4106,71000D410600
D4107,78000D410700
D4108,71000D410800
D4109,27000D410900
D4111,27000D411100
D4114,76000D411400
D4115,4f000D411500
D4118,76000D411800
D4201,27000D420100
D4715,77000D471502
D4717,77000D471705
D4811,77000D481100
D4948,6c000D494804
D4956,6c000D495603
D4961,76000D496102
D4982,6e000D498202
D5081,4h000D508116
D5082,4f000D50822I
D5083,4h000D50831A
D5084,4f000D50842M
D5085,4h000D50851A
D5086,4f000D50861S
D5087,4h000D50871A
D5088,4f000D50881H
D5089,4h000D50890A
D5090,4f000D50903B
D5091,4h000D50910W
D5095,4h000D50950G
D5096,4f000D50960L
D5097,4h000D509710
D5098,43000D509800
D5101,77000D51010C
D5102,76000D51020P
D5103,77000D510380
D5104,76000D510430
D5105,77000D510530
D5106,76000D510660
D5107,77000D510750
D5108,76000D510820
D5148,77000D514804
D5159,77000D515900
D5160,77000D516000
D5167,77000D516700
D5168,77000D516800
D5201,39000D520106
D5202,39000D52020D
D5204,39000D520407
D5206,39000D52060F
D5207,39000D520706
D5220,39000D522005
D5222,42000D52220A
D5224,4r000D522402
D5226,42000D522640
D5228,4r000D522803
D5229,39000D522902
D5230,4r000D523002
D5232,39000D523207
D5234,4r000D523402
D5236,39000D523608
D5238,4r000D523802
D5240,39000D524002
D5244,42000D52440O
D5246,4r000D524605
D5248,42000D524804
D5250,4r000D525003
D5261,4f000D52610V
D5262,43000D52620U
D5263,4f000D52630V
D5264,43000D52640V
D5265,4f000D52650W
D5266,43000D52660W
D5267,4f000D52671C
D5268,43000D52681B
D5269,4f000D52691B
D5270,43000D52701D
D5271,4f000D52711D
D5272,43000D52721E
D5279,4f000D52790F
D5280,43000D52800F
D5283,4f000D528307
D5285,4f000D52850F
D5303,27000D530325
D5304,27000D530421
D5305,27000D530512
D5306,27000D530611
D5307,27000D530741
D5308,27000D530820
D5309,27000D530911
D5310,27000D531030
D5312,27000D531231
D5313,27000D53130A
D5315,27000D531523
D5316,27000D53160E
D5318,27000D53182B
D5319,27000D531908
D5321,27000D53212A
D5322,27000D532231
D5324,27000D532406
D5326,27000D532630
D5328,27000D532811
D5329,27000D532913
D5330,27000D533006
D5332,27000D533220
D5333,27000D5333A0
D5334,27000D533471
D5335,27000D533521
D5336,27000D533612
D5341,27000D534111
D5343,27000D534306
D5361,28000D536113
D5363,28000D536333
D5364,27000D536421
D5366,27000D536644
D5367,28000D536717
D5371,28000D537117
D5372,27000D537213
D5374,27000D537434
D5375,28000D537512
D5376,27000D537613
D5377,28000D537740
D5378,27000D537820
D5380,27000D538000
D55,8d00000D5540
D5501,48000D550141
D5502,56000D550231
D5505,48000D550504
D5506,59000D550612
D5509,48000D550903
D5510,54000D551002
D5515,5l000D551553
D5516,59000D551603
D5521,5f000D552401
D5522,56000D552201
D5526,59000D552610
D5531,53000D553101
D5532,56000D553201
D5533,53000D553300
D5534,5e000D553400
D5561,53000D556102
D5562,5l000D556200
D5572,56000D557200
D5577,56000D557705
D5580,52000D558014
D5589,56000D558930
D5591,53000D559113
D5592,5l000D559201
D56,9300000D560D
D5601,5l000D560136
D5602,59000D560240
D5603,5l000D560352
D5604,59000D560414
D5605,5l000D560531
D5606,59000D560605
D5607,5l000D560711
D5608,59000D560816
D5609,5l000D560903
D5610,59000D561021
D5637,5l000D563705
D5638,54000D563806
D5641,5l000D564122
D5642,54000D564211
D5643,5i000D564302
D5644,54000D564490
D5645,5i000D564521
D5646,51000D564650
D5647,5l000D564770
D5648,53000D564800
D5654,53000D565401
D5661,54000D566190
D5662,5l000D566260
D5665,48000D566501
D5666,5l000D566602
D5671,5j000D567101
D5742,39000D574202
D5744,42000D574401
D5746,39000D574601
D5748,42000D574801
D5750,39000D575002
D5752,42000D575202
